"CARROLLTON MO - BARTLETT GRAIN CO LP - Corn Basis"
"Week
","2017
","2016
"
1,-0.3475,
2,-0.3525,
3,-0.4025,
4,-0.3975,
5,,
6,-0.3975,
7,-0.3975,-0.18
8,,-0.145
9,,-0.1975
10,-0.4825,-0.1475
11,-0.485,-0.1875
12,-0.4813,-0.145
13,-0.2975,-0.165
14,-0.3,-0.1975
15,-0.2975,-0.2475
16,-0.3,-0.3525
17,-0.3675,-0.38
18,-0.3725,-0.2738
19,-0.365,-0.245
20,-0.3713,-0.25
21,-0.365,-0.245
22,-0.37,-0.2475
23,-0.3675,-0.25
24,-0.3675,-0.345
25,,-0.3525
26,-0.505,-0.375
27,-0.505,-0.5225
28,-0.4975,-0.5275
29,-0.505,-0.53
30,-0.4925,-0.5825
31,-0.505,-0.6075
32,-0.5025,-0.6
33,,-0.605
34,,-0.61
35,,-0.4525
36,-0.65,-0.4475
37,-0.6525,-0.455
38,-0.65,-0.3675
39,-0.655,-0.47
40,-0.65,-0.475
41,-0.6525,-0.4725
42,,-0.4725
43,,
44,,
45,,
46,,
47,,
48,,
