"LUCERNE MO - SMITHFIELD GRAIN - Corn Basis"
"Week
","2019
","2018
"
1,-0.1475,
2,-0.12,
3,-0.12,
4,-0.08,
5,-0.04,
6,-0.0375,
7,-0.0375,
8,-0.0975,
9,-0.205,
10,-0.205,
11,-0.0525,
12,-0.1475,
13,-0.1475,
14,-0.0475,
15,,
16,0.0225,
17,-0.044,
18,-0.1025,
19,-0.105,
20,-0.2225,
21,-0.2475,
22,-0.15,
23,-0.15,
24,-0.1525,
25,-0.2975,
26,0.0000,
27,0.0000,
28,-0.0013,
29,0.0050,
30,-0.1,
31,-0.105,
32,-0.0975,
33,-0.245,
34,-0.1,
35,-0.1025,
36,-0.1025,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
