"PATTONSBURG MO - SMITHFIELD GRAIN - Corn Basis"
"Week
","2019
","2018
"
1,-0.1975,
2,-0.25,
3,-0.25,
4,-0.25,
5,-0.25,
6,-0.2475,
7,-0.2475,
8,-0.2475,
9,-0.245,
10,-0.245,
11,-0.2525,
12,-0.2475,
13,-0.2175,
14,-0.1675,
15,-0.1725,
16,-0.1675,
17,-0.144,
18,-0.0325,
19,-0.155,
20,-0.1975,
21,-0.1975,
22,-0.2,
23,-0.15,
24,-0.1525,
25,-0.2175,
26,-0.22,
27,-0.22,
28,-0.2213,
29,-0.195,
30,-0.2,
31,-0.145,
32,-0.1475,
33,-0.205,
34,-0.2,
35,-0.2025,
36,-0.2025,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
